"NFGOV_GOVTYPE","Government type","NFGOV_ITEM","Item","NFGOV_UNIT","Unit","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"S1312","Communities and regions","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2014","2014",59.3,,
"S1312","Communities and regions","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2015","2015",95.4,,
"S1312","Communities and regions","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2016","2016",83.1,,
"S1312","Communities and regions","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2017","2017",130.8,,
"S1312","Communities and regions","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2018","2018",77.8,,
"S1312","Communities and regions","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2014","2014",2148.3,,
"S1312","Communities and regions","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2015","2015",1622.2,,
"S1312","Communities and regions","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2016","2016",1860.7,,
"S1312","Communities and regions","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2017","2017",1728.9,,
"S1312","Communities and regions","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2018","2018",1883.1,,
"S1312","Communities and regions","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2014","2014",904.8,,
"S1312","Communities and regions","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2015","2015",900.4,,
"S1312","Communities and regions","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2016","2016",747.3,,
"S1312","Communities and regions","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2017","2017",791.1,,
"S1312","Communities and regions","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2018","2018",2411.8,,
"S1312","Communities and regions","GSV","Gross saving","E","Millions of euro","A","Annual","2014","2014",3761.7,,
"S1312","Communities and regions","GSV","Gross saving","E","Millions of euro","A","Annual","2015","2015",-770.1,,
"S1312","Communities and regions","GSV","Gross saving","E","Millions of euro","A","Annual","2016","2016",5324.9,,
"S1312","Communities and regions","GSV","Gross saving","E","Millions of euro","A","Annual","2017","2017",5358.1,,
"S1312","Communities and regions","GSV","Gross saving","E","Millions of euro","A","Annual","2018","2018",4840.1,,
"S1312","Communities and regions","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2014","2014",-1431,,
"S1312","Communities and regions","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2015","2015",-5722,,
"S1312","Communities and regions","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2016","2016",115,,
"S1312","Communities and regions","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2017","2017",418,,
"S1312","Communities and regions","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2018","2018",-2096,,
"FLC","Flemish Community","TOR","Receipts","E","Millions of euro","A","Annual","2014","2014",35120.8,,
"FLC","Flemish Community","TOR","Receipts","E","Millions of euro","A","Annual","2015","2015",40960.8,,
"FLC","Flemish Community","TOR","Receipts","E","Millions of euro","A","Annual","2016","2016",45678.6,,
"FLC","Flemish Community","TOR","Receipts","E","Millions of euro","A","Annual","2017","2017",48768.2,,
"FLC","Flemish Community","TOR","Receipts","E","Millions of euro","A","Annual","2018","2018",49367.2,,
"FLC","Flemish Community","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2014","2014",5557.7,,
"FLC","Flemish Community","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2015","2015",8406.2,,
"FLC","Flemish Community","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2016","2016",12170.7,,
"FLC","Flemish Community","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2017","2017",13605.6,,
"FLC","Flemish Community","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2018","2018",12945,,
"FLC","Flemish Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2014","2014",674.8,,
"FLC","Flemish Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2015","2015",3554.4,,
"FLC","Flemish Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2016","2016",6665.9,,
"FLC","Flemish Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2017","2017",7458.8,,
"FLC","Flemish Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2018","2018",6781.9,,
"FLC","Flemish Community","DTX_I","Households","E","Millions of euro","A","Annual","2014","2014",674.8,,
"FLC","Flemish Community","DTX_I","Households","E","Millions of euro","A","Annual","2015","2015",3554.4,,
"FLC","Flemish Community","DTX_I","Households","E","Millions of euro","A","Annual","2016","2016",6665.9,,
"FLC","Flemish Community","DTX_I","Households","E","Millions of euro","A","Annual","2017","2017",7458.8,,
"FLC","Flemish Community","DTX_I","Households","E","Millions of euro","A","Annual","2018","2018",6781.9,,
"FLC","Flemish Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2014","2014",0,,
"FLC","Flemish Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2015","2015",0,,
"FLC","Flemish Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2016","2016",0,,
"FLC","Flemish Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2017","2017",0,,
"FLC","Flemish Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2018","2018",0,,
"FLC","Flemish Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2014","2014",0,,
"FLC","Flemish Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2015","2015",0,,
"FLC","Flemish Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2016","2016",0,,
"FLC","Flemish Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2017","2017",0,,
"FLC","Flemish Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2018","2018",0,,
"FLC","Flemish Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2014","2014",3170.3,,
"FLC","Flemish Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2015","2015",3144.4,,
"FLC","Flemish Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2016","2016",3567,,
"FLC","Flemish Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2017","2017",4053.4,,
"FLC","Flemish Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2018","2018",4004.8,,
"FLC","Flemish Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2014","2014",12.1,,
"FLC","Flemish Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2015","2015",10.8,,
"FLC","Flemish Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2016","2016",224.6,,
"FLC","Flemish Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2017","2017",229.8,,
"FLC","Flemish Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2018","2018",254.8,,
"FLC","Flemish Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2014","2014",1700.5,,
"FLC","Flemish Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2015","2015",1696.6,,
"FLC","Flemish Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2016","2016",1713.2,,
"FLC","Flemish Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2017","2017",1863.6,,
"FLC","Flemish Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2018","2018",1903.6,,
"FLC","Flemish Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2014","2014",3368.7,,
"FLC","Flemish Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2015","2015",3303.4,,
"FLC","Flemish Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2016","2016",3415.8,,
"FLC","Flemish Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2017","2017",3542.9,,
"FLC","Flemish Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2018","2018",3576.1,,
"FLC","Flemish Community","INT_R","Received interests","E","Millions of euro","A","Annual","2014","2014",355,,
"FLC","Flemish Community","INT_R","Received interests","E","Millions of euro","A","Annual","2015","2015",368.6,,
"FLC","Flemish Community","INT_R","Received interests","E","Millions of euro","A","Annual","2016","2016",392.3,,
"FLC","Flemish Community","INT_R","Received interests","E","Millions of euro","A","Annual","2017","2017",425.1,,
"FLC","Flemish Community","INT_R","Received interests","E","Millions of euro","A","Annual","2018","2018",439.6,,
"FLC","Flemish Community","OPI","Other property income","E","Millions of euro","A","Annual","2014","2014",109.6,,
"FLC","Flemish Community","OPI","Other property income","E","Millions of euro","A","Annual","2015","2015",294.2,,
"FLC","Flemish Community","OPI","Other property income","E","Millions of euro","A","Annual","2016","2016",127.5,,
"FLC","Flemish Community","OPI","Other property income","E","Millions of euro","A","Annual","2017","2017",139.1,,
"FLC","Flemish Community","OPI","Other property income","E","Millions of euro","A","Annual","2018","2018",135.2,,
"FLC","Flemish Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2014","2014",452.9,,
"FLC","Flemish Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2015","2015",602.4,,
"FLC","Flemish Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2016","2016",522.3,,
"FLC","Flemish Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2017","2017",650.7,,
"FLC","Flemish Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2018","2018",785.8,,
